1,1.2,1074.3,49,5.4055,783.5,79,1097.8,88,1483,1039.8,14.825,60.55,1.0148
2,0.8,968,29,2.8107,640,43,1319.5,61,1385.8,866.75,14.75,59.225,0.98791
3,0.7,929.25,25,2.3251,607.5,-200,1375.5,-200,1364.3,825.75,13.625,62.05,0.96355
4,-200,941,25,2.5892,625.5,59,1315.8,59,1373.3,839.75,12.325,66.15,0.94504
5,0.6,937,17,2.0087,584.75,38,1411.5,52,1348,792.5,12.75,63.225,0.92829
6,0.9,1017,27,3.4827,681.25,82,1245.8,64,1417.5,869.5,11.175,68.475,0.90811
7,1.3,1171.3,50,5.1312,770,99,1161.8,70,1466.8,930,10.975,66.5,0.87052
8,3.4,1541,218,16.174,1185,263,770,97,1888.8,1406.5,11.675,63.65,0.87194
9,3.7,1539.3,285,19.663,1287,229,697.5,95,2054.8,1507,13.625,56.3,0.87427
10,5.3,1734.8,437,25.055,1430.5,396,628.25,150,2211,1843.3,17.825,42.875,0.86723
11,4.1,1571,327,20.003,1296.5,314,730,162,1972.8,1729,21.45,33.325,0.84167
12,3.3,1451.8,283,18.347,1249.5,217,775.5,154,1868.3,1583.3,24.375,27.35,0.82307
13,4,1579,366,22.309,1359.3,252,724,161,1997.8,1670.8,25.25,26.075,0.82638
14,3.8,1466.3,318,20.445,1308.8,263,772.5,161,1897,1491.3,25.825,23.15,0.75894
15,2.8,1279.8,228,14.61,1136.3,180,892.75,128,1675.3,1239.8,27,20.2,0.70936
16,2.9,1407,201,16.553,1196.5,184,905.25,129,1758.8,1313,28.25,18.575,0.70139
17,2.9,1388.8,199,15.783,1173,190,898.25,133,1739,1363.3,27.975,19.1,0.70983
18,3.4,1447.3,237,17.84,1234.8,184,858.75,139,1778,1295.8,23.9,25.7,0.75189
19,3.9,1551,261,19.097,1271,181,800.25,137,1874.5,1432.3,21.35,34.775,0.87299
20,3.2,1473.5,230,15.767,1172.5,166,854.25,143,1776,1431.8,20.425,36.675,0.87039
21,5.1,1799.5,349,24.878,1426,317,700,177,2105.5,2033.5,19.025,41.35,0.90073
22,2.6,1379.3,183,13.53,1101.3,184,817.5,138,1710,1601.8,17.925,45.9,0.93419
23,1.7,1200.5,88,9.0873,942.75,130,935,117,1559.8,1361.8,16.7,48.925,0.92265
0,1.7,1204.8,85,8.6309,924.75,132,922,107,1546.5,1314.3,15.525,52.925,0.92713
1,1.2,1071.5,47,5.4158,784,95,1065.5,90,1441.8,1113.8,15.475,51.875,0.90588
2,0.9,997.75,34,4.0503,713.5,70,1169.3,79,1383.3,991.5,14.125,55.575,0.89096
3,0.7,933.25,26,2.5817,625,-200,1291.5,-200,1331.5,883.75,13.05,57.9,0.86663
4,-200,882.75,17,1.8989,576.5,54,1396,60,1303.3,808.25,12.65,57.9,0.84466
5,0.5,868.75,11,1.6068,553.5,28,1459.5,40,1267.8,667,11.825,58.025,0.80263
6,0.5,890.75,18,1.8956,576.25,46,1416.5,53,1289.3,733,11.9,57.4,0.79785
7,1.6,1172.8,84,7.4869,877.75,160,1038,84,1556.3,1051.8,9.9,65.2,0.79565
8,4.1,1587.3,260,21.359,1333.8,320,702.25,108,1998.8,1533.5,11.125,60.2,0.79578
9,6.6,1851.5,534,36.448,1695.8,377,552.75,127,2535.3,1931,14.125,50.025,0.80198
10,4.3,1521.5,368,21.267,1331.3,280,702.5,134,2025.8,1733.8,17.7,40.1,0.80483
11,2.9,1438.3,200,15.388,1160.8,221,818.5,135,1781.5,1595,21.1,33.425,0.82649
12,2.5,1393.3,145,12.499,1066.8,210,905,142,1654.3,1489.8,24.3,28.275,0.84713
13,2.8,1452,188,15.108,1152,204,860.5,153,1747,1507.5,25.575,25.55,0.82539
14,2.6,1389.3,152,13.735,1108,161,886.5,123,1711.5,1334,25.85,25.9,0.85034
15,2,1207,103,10.434,993.75,135,1013,104,1519.5,1044.8,26.825,18.7,0.65002
16,2.9,1365.3,193,15.164,1153.8,186,939.5,129,1678.5,1221.3,29.275,15.75,0.63089
17,2.5,1247,134,12.309,1060.3,147,1032,114,1524.8,1068.5,28.5,14.9,0.5708
18,5,1556.8,386,26.951,1477.8,299,793,158,1980.5,1568.5,25.85,15.95,0.52366
19,7.6,1972.5,577,38.393,1737.3,411,616.75,194,2413.8,2305.5,23.125,26.5,0.74026
20,6.7,1974.8,523,35.104,1666.5,347,596.75,182,2415.5,2358.5,20.525,38.25,0.91331
21,5.7,1794.8,472,27.247,1485,336,652.5,180,2174,2050,19.05,42.6,0.92939
22,2.8,1443.8,206,15.045,1150,202,769.5,136,1726.5,1726.5,17.15,44.125,0.85583
23,2.6,1488,216,15.71,1170.8,178,731,127,1777.5,1705,16.025,50.925,0.9206
0,2.3,1371.3,159,12.973,1082.8,154,795.75,116,1668.8,1550.5,14.8,53.925,0.90235
1,1.4,1160.8,70,8.1234,904.25,92,946.75,107,1502,1240.3,14.275,55.45,0.89747
2,1,1064.3,44,5.4776,787,61,1056.8,88,1407,1115,14.75,52.075,0.86864
3,0.7,970.25,42,3.5812,687,-200,1195.5,-200,1350.5,968.5,13.875,53.875,0.85006
4,-200,954,28,2.8849,644.75,60,1260.3,78,1334,924.75,11.6,61.925,0.8442
5,0.6,930.5,20,2.548,622.75,37,1293.3,57,1306.5,827.75,12,58.85,0.8233
6,0.7,938,26,2.9719,650.25,68,1251.3,71,1332.5,893,10.95,62.075,0.81128
7,1.5,1166.3,78,7.6648,885.25,139,1005.3,85,1550.5,1075,10.575,63.25,0.80668
8,4.7,1643,319,23.257,1384.3,339,667,124,2093.8,1610.3,11.475,60.025,0.81169
9,6.6,1934,506,35.791,1681.5,421,540.5,151,2468.3,2050.5,14.275,50.575,0.81857
10,4.5,1616.5,-200,21.313,1332.5,349,685.75,150,2010,1818.5,17.85,40.525,0.82096
11,2.8,1472.8,-200,14.306,1126.5,224,830.5,152,1752,1567.8,20.8,34.45,0.83646
12,2.2,1378.5,-200,12.521,1067.5,171,898.75,139,1662.5,1373.5,23.85,28.175,0.82185
13,2.2,1385.3,-200,12.192,1056.3,149,891,133,1648,1267.5,24.15,28.675,0.85149
14,2.3,1378.8,-200,13.092,1086.8,137,901.25,126,1660.3,1143.5,25.15,24.85,0.78293
15,2.2,1321.7,-200,14.373,1128.7,149,933.67,128,1639.3,1109.3,27.033,17.833,0.62747
16,2.8,1495.8,-200,16.836,1205,172,822,169,1766.5,1347.3,27.125,23.125,0.81801
17,2.7,1408.8,-200,14.454,1131.3,166,873,149,1688.5,1205.8,25.8,23.925,0.78319
18,3.7,1512.8,-200,21.516,1338,214,764.25,156,1956.5,1397,23.05,26.775,0.74459
19,5.1,1667,-200,26.403,1464.3,280,683.25,168,2117.8,1588.3,20.725,31.125,0.75229
20,5.1,1666.8,-200,25.961,1453.3,276,683.5,176,2051,1568.5,18.6,36.175,0.76764
21,3.2,1430.3,-200,14.143,1121.3,178,814,135,1731.5,1321.5,16.05,48.425,0.87678
22,2.1,1333.3,-200,10.306,989,129,885.25,121,1620.8,1194,14.45,57.775,0.94556
23,1.7,1261.5,-200,8.2768,910.5,95,948.25,99,1545.3,1061.5,13.05,64.175,0.96056
0,2,1287.3,-200,8.9214,936.25,126,918,106,1606,1040,11.975,69.7,0.97352
1,1.6,1134.3,-200,6.6187,840,103,1021.3,96,1501.3,917,11.95,71.1,0.99147
2,0.9,998.75,-200,3.5941,687.75,48,1228.5,63,1380.3,593.5,12.525,69.3,1.0029
3,0.7,960.75,-200,2.5294,621.5,-200,1381.5,-200,1300.8,430.25,12.525,67.5,0.97682
4,-200,933.75,-200,1.795,568.5,20,1439.8,32,1280.3,397,12.325,67.65,0.96647
5,0.5,912.75,-200,1.2686,524.5,18,1619.8,28,1260.3,370,12.45,66.8,0.96204
6,0.7,969.25,-200,2.3143,606.75,56,1372.5,61,1323.8,438,12.35,66.3,0.94871
7,1.5,1181.5,-200,6.731,845,115,1054,99,1539,704.25,12.425,64.9,0.93317
8,4.8,1740.3,-200,22.8,1372.3,320,670.75,157,2144.3,1475.8,13.025,61.625,0.92091
9,6.2,1819.3,-200,31.319,1581.5,357,574.5,166,2455.5,1715.5,13.6,58.825,0.91202
10,4,1427,-200,19.238,1275,253,700.5,149,1980.3,1398,13.9,57.15,0.90317
11,3.3,1389.5,-200,16.363,1190.8,218,758.75,135,1878.8,1267.5,14.475,54.4,0.89174
12,2.8,1283,-200,14.019,1117.3,192,813,127,1751,1188.3,15.475,50.075,0.87444
13,3,1303.5,-200,15.26,1156.8,176,793,122,1800.5,1170.5,16.125,47.575,0.86546
14,3.3,1364,-200,16.727,1201.8,198,770.75,135,1875,1250.3,16.275,47.05,0.864
15,3.5,1409.8,-200,19,1268.3,212,724.25,139,1956.5,1344,16.4,47.5,0.87912
16,4,1476,-200,19.415,1280,249,708,147,1954.5,1378,16.05,50.225,0.90937
17,4.6,1522,-200,20.863,1320.3,270,689.75,158,2005.3,1435.3,16,50.65,0.91419
18,4.1,1441.8,-200,20.165,1301,231,704,146,1952.3,1372.3,15.85,50.275,0.89891
19,4.5,1469,-200,21.748,1344.3,251,677.25,144,1996.8,1471,15.475,50.625,0.88405
20,3.9,1467.3,-200,19.842,1292,210,697.5,138,1942,1438.8,15.425,51.45,0.89563
21,4,1420.5,-200,16.744,1202.3,249,747.5,143,1854,1428.5,15.2,53.125,0.91174
22,2.2,1175,-200,9.1451,945,143,903.75,116,1603.5,1080.5,14.7,57.575,0.95735
23,2.1,1215,-200,8.3014,911.5,127,947.75,109,1546.8,993,14.175,58.325,0.93802
0,1.7,1126.8,-200,5.7912,802,104,1064,92,1446.5,837,13.775,57.95,0.90854
1,1.6,1090.3,-200,5.1917,773,86,1105.3,83,1428.5,761,13.9,55.95,0.88421
2,1.3,1017,-200,4.1232,717.5,74,1181.8,81,1382.3,650.25,13.875,55.55,0.87649
3,1.3,997.25,-200,3.4106,677,-200,1252.3,-200,1358.5,590.75,13.825,55.1,0.86662
4,-200,944.75,-200,2.9085,646.25,44,1308,55,1331.5,505,13.8,54.6,0.85739
5,0.8,955.75,-200,3.1492,661.25,42,1259.8,53,1350.5,518,13.625,55.125,0.85602
6,0.8,966.25,-200,2.5294,621.5,63,1316.8,67,1342.3,570.75,13.575,58.975,0.91288
7,1.1,1064,-200,4.3079,727.5,115,1160.5,91,1461.3,842,13.45,58.35,0.89602
8,2.1,1299.8,-200,8.8833,934.75,170,902.25,113,1623,1144.8,13.75,58.025,0.90827
9,2.4,1348,-200,10.543,997.75,147,833.75,102,1689,1218.3,14.6,53.05,0.87653
10,2.6,1424.5,-200,12.521,1067.5,166,776.25,107,1764,1341,15.025,52.325,0.88814
11,2.8,1473.8,-200,12.331,1061,195,767.5,113,1768.3,1405.5,15.4,52.05,0.90464
12,2.6,1489.8,-200,11.688,1038.8,182,782.25,108,1756.8,1421.5,16.25,49.95,0.91581
13,2.6,1494.8,-200,11.724,1040,168,808.75,105,1735,1373,17.15,47.85,0.92808
14,2.1,1375.5,-200,9.3387,952.5,125,899.5,93,1636.3,1153.3,19.05,42.95,0.93702
15,1.7,1304.8,-200,7.635,884,95,980,87,1573.3,927.25,19.5,42.25,0.94758
16,1.6,1282.5,-200,6.7141,844.25,79,1035.5,76,1538.8,766.25,19.5,42.325,0.94926
17,2.1,1392.3,-200,9.7246,967.25,119,929.75,94,1648.8,941.25,19.05,43.8,0.95557
18,2.3,1452.3,-200,12.389,1063,142,855.5,110,1774.3,1146,18.475,46.275,0.97442
19,3.5,1633,-200,16.644,1199.3,215,734,136,1918.5,1416.5,17.375,51.65,1.0159
20,3.9,1624.5,-200,16.372,1191,229,732.75,139,1885,1442,17.1,51.275,0.99141
21,3.3,1534.5,-200,13.735,1108,206,785.25,125,1819.5,1323.3,16.425,53.75,0.99635
22,2.3,1322.5,-200,9.8834,973.25,147,863.75,111,1712.3,1125,16.225,55.35,1.0132
23,2.1,1309,-200,8.9405,937,122,904.75,97,1671.5,1035.5,15.925,57.65,1.0356
0,2.8,1455.5,-200,10.578,999,175,835,107,1713.8,1202.3,15.725,58.6,1.0396
1,2.1,1299.5,-200,7.3517,872,133,940.5,90,1577,1054.3,15.125,60.875,1.0398
2,1.6,1202.5,-200,6.2427,823,89,1003.8,84,1525.5,903,15.575,56.625,0.99507
3,1.6,1194.8,-200,6.5294,836,-200,987,-200,1554.3,884.5,15.2,57.925,0.99412
4,-200,1116.8,-200,5.7912,802,85,1028.5,87,1538.8,817.75,15.375,57.75,1.0021
5,1.1,1061.8,-200,3.9959,710.5,55,1135.8,66,1460.8,700,14.9,60.55,1.0196
6,0.7,947,-200,2.1304,593.67,24,1300,36,1390,580.33,14.467,62.967,1.0316
7,0.8,1065,-200,3.5855,687.25,72,1142.5,62,1492.3,814.5,14.15,66.2,1.063
8,1.2,1154.5,-200,4.4299,734,122,1061.8,91,1528,1035,14.475,65.3,1.0704
9,1.4,1220.3,-200,5.3645,781.5,111,995.75,89,1559.8,1067.3,15.3,62.125,1.073
10,1.7,1300.8,-200,7.1133,861.75,123,913.5,93,1633,1114,16.325,59,1.0868
11,1.8,1279.3,-200,7.2991,869.75,106,911.25,81,1646.3,1000,18.875,49.575,1.07
12,1.8,1267,-200,7.6053,882.75,103,952.75,82,1616.8,905.75,19.375,46.05,1.0249
13,1.9,1238.8,-200,6.7932,847.75,102,980.5,80,1567.5,822.25,20.775,41.625,1.0091
14,1.3,1128.3,-200,4.5867,742.25,48,1143.8,48,1506.5,610.25,21.375,40.275,1.0126
15,1.6,1242.8,-200,8.4189,916.25,63,962,61,1668.5,656.75,21.225,39.3,0.97915
16,1.9,1208,-200,6.9125,853,98,1059.8,89,1506.3,646.75,20.275,38.025,0.89421
17,2.3,1306.3,-200,8.9532,937.5,132,960.75,105,1606.5,762,19.4,41.3,0.92061
18,3.8,1545.5,-200,15.076,1151,173,769.25,116,1873.8,1122,18.525,43.8,0.92515
19,3.5,1501,-200,12.609,1070.5,185,823,119,1744.3,1130.3,17.775,48.05,0.96889
20,4.3,1604.8,-200,15.14,1153,266,769.25,144,1840,1636.8,17.9,46.85,0.95204
21,2.8,1315.5,-200,9.8901,973.5,188,883.25,123,1672.5,1272.3,17.425,49.1,0.96877
22,1.9,1195,-200,7.9774,898.25,122,933.25,105,1594.3,1098,16.975,51.675,0.99139
23,1.9,1211,-200,7.9289,896.25,112,920.25,93,1624,1066.3,16.4,55.1,1.0198
0,1.7,1161.3,-200,6.0744,815.25,93,995.25,86,1582.3,909,16.125,60.025,1.0919
1,1.5,1095.3,-200,5.0711,767,74,1050.3,76,1547,818.25,15.825,60.525,1.0805
2,0.6,897,-200,1.7187,562.5,23,1416.5,33,1355,472.25,16.325,56.95,1.0491
3,0.4,842,-200,0.71052,468,-200,1812.8,-200,1274.3,393.5,16.925,53.9,1.0309
4,-200,853.75,-200,0.82901,481.25,17,1755.5,27,1304,396.25,16.1,55.9,1.0153
5,0.3,845,-200,0.74768,472.25,15,1785.8,23,1278,378.25,16.525,53.875,1.0049
6,0.6,941.5,-200,2.0256,586,41,1479.5,46,1372.5,432,16.375,54,0.99785
7,1.2,1090.3,-200,5.0961,768.25,86,1072,76,1537.8,699,15.675,57.65,1.0195
